=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2025.09.23 18:04:41 =~=~=~=~=~=~=~=~=~=~=~=
ESP-ROM:esp32s3-20210327
FastIMU calibration & data example
Keep IMU level.
Calibration done!
Accel biases X/Y/Z: 
0.02, 0.06, 0.02
Gyro biases X/Y/Z: 
1.29, 1.58, 0.08
Setup finished
SampleType: 1 / 2
NumSample: 1 / 30
Press return to start next sample
... Start Reading Sample ...
0	3	39	-0.20	0.02	-0.97	41.21	-76.33	1.05
0	3	40	-0.20	-0.04	-0.98	38.15	-67.46	10.67
0	3	41	-0.20	-0.04	-0.97	35.59	-63.52	8.24
0	3	42	-0.21	-0.06	-0.99	35.71	-56.15	6.92
0	3	43	-0.21	-0.07	-1.01	32.34	-45.77	10.80
0	3	44	-0.20	-0.08	-1.02	24.84	-39.52	13.05
0	3	45	-0.20	-0.06	-1.05	25.46	-34.58	8.67
0	3	46	-0.21	-0.08	-1.06	24.90	-27.71	3.30
0	3	47	-0.21	-0.08	-1.05	12.52	-21.83	5.86
0	3	48	-0.20	-0.05	-1.04	8.84	-18.08	5.30
0	3	49	-0.19	-0.05	-1.04	10.15	-13.02	2.42
SampleType: 1 / 2
NumSample: 5 / 30
Press return to start next sample
... Start Reading Sample ...
0	4	0	-0.24	-0.20	-1.06	-45.60	55.60	-6.89
0	4	1	-0.22	-0.18	-1.08	-50.04	69.10	-5.39
0	4	2	-0.19	-0.16	-1.08	-58.91	82.04	-8.58
0	4	3	-0.17	-0.12	-1.09	-69.23	90.73	-9.58
0	4	4	-0.15	-0.08	-1.09	-74.29	103.73	-16.01
0	4	5	-0.09	-0.04	-1.05	-80.48	122.54	-29.70
0	4	6	-0.03	0.10	-0.94	-95.04	135.42	-37.58
0	4	7	0.01	0.28	-0.83	-94.85	138.67	-42.89
0	4	8	0.03	0.41	-0.78	-74.54	133.54	-46.95
0	4	9	0.03	0.47	-0.77	-58.29	129.17	-46.89
0	4	10	0.07	0.58	-0.75	-57.73	116.98	-38.51
0	4	11	0.07	0.67	-0.67	-47.91	94.29	-42.64
0	4	12	-0.00	0.74	-0.67	-33.54	72.73	-28.14
0	4	13	0.01	0.73	-0.70	-21.73	55.67	-16.64
0	4	14	-0.00	0.75	-0.72	-19.16	46.92	-12.26
0	4	15	0.02	0.74	-0.75	-9.98	37.54	-10.89
0	4	16	0.04	0.71	-0.76	-4.04	27.92	-10.14
0	4	17	0.05	0.70	-0.78	0.34	15.54	-6.26
0	4	18	0.04	0.66	-0.82	2.65	1.35	-2.89
0	4	19	0.02	0.60	-0.85	1.21	-9.21	-0.70
0	4	20	-0.01	0.58	-0.82	3.34	-15.52	-2.95
0	4	21	-0.05	0.57	-0.80	9.40	-20.33	-2.51
0	4	22	-0.06	0.56	-0.80	12.34	-23.71	-0.20
0	4	23	-0.05	0.59	-0.78	14.21	-27.40	1.74
0	4	24	-0.02	0.64	-0.76	26.15	-34.65	1.86
0	4	25	0.01	0.67	-0.77	37.46	-45.65	1.92
0	4	26	0.02	0.65	-0.77	40.71	-60.46	4.55
0	4	27	0.01	0.61	-0.77	37.90	-78.15	15.36
0	4	28	-0.01	0.57	-0.78	43.77	-88.33	16.80
0	4	29	-0.04	0.51	-0.81	54.02	-98.33	17.86
0	4	30	-0.07	0.42	-0.87	61.21	-104.58	20.17
0	4	31	-0.09	0.32	-0.92	55.27	-105.46	18.80
0	4	32	-0.14	0.26	-0.93	48.77	-107.77	19.74
0	4	33	-0.19	0.18	-0.96	48.27	-108.52	29.30
0	4	34	-0.18	0.09	-1.00	50.34	-96.15	18.67
0	4	35	-0.25	-0.01	-1.02	48.27	-80.77	12.05
0	4	36	-0.25	-0.02	-1.04	44.46	-79.65	28.17
0	4	37	-0.20	-0.02	-0.96	33.52	-70.08	21.74
0	4	38	-0.25	-0.03	-1.00	30.52	-58.90	13.86
0	4	39	-0.22	-0.06	-1.01	33.27	-50.46	-0.45
0	4	40	-0.25	-0.06	-1.00	32.21	-51.96	2.92
0	4	41	-0.24	-0.08	-0.98	22.21	-43.15	10.86
0	4	42	-0.24	-0.05	-0.98	21.96	-33.08	11.11
0	4	43	-0.22	-0.03	-1.00	22.21	-25.02	10.86
0	4	44	-0.21	-0.01	-1.03	20.77	-19.40	11.17
0	4	45	-0.19	0.02	-1.04	17.84	-16.33	8.42
0	4	46	-0.19	0.03	-1.03	13.40	-14.90	5.05
0	4	47	-0.19	0.04	-1.02	11.02	-12.15	5.36
0	4	48	-0.18	0.05	-1.01	8.77	-10.27	5.05
0	4	49	-0.17	0.05	-1.02	5.65	-10.83	6.67
SampleType: 1 / 2
NumSample: 6 / 30
Press return to start next sample
... Start Reading Sample ...
0	5	0	-0.28	-0.30	-1.12	-41.41	74.29	-16.33
0	5	1	-0.25	-0.29	-1.10	-45.73	93.10	-23.08
0	5	2	-0.22	-0.27	-1.07	-58.23	113.29	-25.89
0	5	3	-0.16	-0.18	-1.02	-75.54	131.54	-23.95
0	5	4	-0.09	-0.04	-0.94	-87.48	147.04	-26.14
0	5	5	-0.05	0.12	-0.89	-90.66	153.98	-28.08
0	5	6	-0.01	0.25	-0.86	-84.04	158.48	-32.51
0	5	7	0.05	0.38	-0.78	-83.04	152.85	-32.89
0	5	8	0.04	0.52	-0.76	-76.91	141.48	-28.01
0	5	9	0.09	0.63	-0.76	-70.73	124.92	-25.01
0	5	10	0.08	0.70	-0.70	-50.85	80.79	-31.83
0	5	11	0.02	0.73	-0.71	-30.48	76.42	-25.14
0	5	12	0.01	0.73	-0.73	-30.60	60.67	-13.33
0	5	13	0.03	0.76	-0.73	-30.35	43.85	-6.83
0	5	14	0.04	0.72	-0.76	-18.35	24.73	-3.76
0	5	15	0.04	0.67	-0.80	-9.54	16.98	-5.45
0	5	16	0.03	0.64	-0.82	-5.10	8.98	-8.26
0	5	17	0.01	0.59	-0.82	-5.60	0.10	-7.01
0	5	18	-0.02	0.55	-0.82	-3.73	-4.77	-5.58
0	5	19	-0.05	0.55	-0.80	0.59	-5.77	-6.70
0	5	20	-0.07	0.56	-0.78	4.40	-7.83	-4.20
0	5	21	-0.07	0.59	-0.78	3.40	-13.40	3.99
0	5	22	-0.05	0.63	-0.77	7.59	-19.71	6.24
0	5	23	-0.02	0.66	-0.77	15.90	-29.71	7.55
0	5	24	-0.00	0.67	-0.76	22.96	-40.90	7.74
0	5	25	0.00	0.66	-0.75	34.46	-54.40	7.49
0	5	26	0.00	0.62	-0.78	43.02	-64.58	8.49
0	5	27	0.02	0.60	-0.81	49.40	-73.71	7.92
0	5	28	0.03	0.56	-0.80	52.34	-88.33	3.24
0	5	29	-0.01	0.51	-0.79	39.59	-101.77	0.11
0	5	30	-0.03	0.47	-0.85	40.02	-114.08	8.24
0	5	31	-0.08	0.40	-0.87	68.90	-122.40	15.11
0	5	32	-0.14	0.27	-0.94	85.77	-127.40	10.36
0	5	33	-0.17	0.16	-0.95	97.34	-123.15	2.55
0	5	34	-0.20	0.03	-0.93	63.21	-118.33	8.61
0	5	35	-0.29	-0.05	-0.96	45.21	-91.65	1.74
0	5	36	-0.32	-0.07	-0.98	40.71	-92.96	32.74
0	5	37	-0.27	-0.04	-0.97	28.96	-78.02	25.74
0	5	38	-0.27	-0.07	-1.04	26.52	-65.40	23.17
0	5	39	-0.26	-0.09	-1.03	26.59	-55.65	4.92
0	5	40	-0.27	-0.09	-1.08	28.52	-55.83	6.99
0	5	41	-0.24	-0.11	-1.02	26.84	-53.52	-4.64
0	5	42	-0.30	-0.15	-0.96	25.96	-47.15	-5.45
0	5	43	-0.29	-0.14	-0.93	24.46	-36.40	-1.83
0	5	44	-0.30	-0.12	-0.94	21.27	-29.65	5.92
0	5	45	-0.29	-0.11	-0.97	17.90	-24.33	14.30
0	5	46	-0.28	-0.10	-1.00	13.65	-15.21	14.92
0	5	47	-0.26	-0.06	-1.01	8.71	-9.40	14.80
0	5	48	-0.24	-0.04	-1.02	8.40	-5.21	13.49
0	5	49	-0.21	-0.02	-1.03	7.77	-3.40	10.61
SampleType: 1 / 2
NumSample: 7 / 30
Press return to start next sample
... Start Reading Sample ...
0	6	0	-0.28	-0.27	-1.10	-40.23	58.54	-8.39
0	6	1	-0.27	-0.26	-1.07	-46.73	77.54	-13.76
0	6	2	-0.25	-0.23	-1.05	-53.54	97.79	-18.26
0	6	3	-0.21	-0.18	-1.02	-64.04	111.23	-17.20
0	6	4	-0.18	-0.08	-0.99	-71.60	122.48	-14.08
0	6	5	-0.13	0.02	-0.97	-77.54	135.35	-17.20
0	6	6	-0.07	0.14	-0.94	-81.41	140.23	-19.95
0	6	7	-0.04	0.24	-0.88	-78.85	137.54	-25.45
0	6	8	-0.01	0.34	-0.87	-75.60	133.48	-25.33
0	6	9	0.03	0.43	-0.77	-65.35	124.92	-33.95
0	6	10	-0.02	0.52	-0.77	-54.60	120.42	-35.89
0	6	11	0.01	0.60	-0.75	-54.66	117.42	-30.51
0	6	12	0.07	0.73	-0.70	-50.54	104.48	-25.26
0	6	13	0.12	0.80	-0.66	-39.98	85.67	-17.95
0	6	14	0.13	0.85	-0.68	-30.98	61.92	-9.45
0	6	15	0.12	0.83	-0.72	-15.41	41.54	-7.83
0	6	16	0.10	0.76	-0.74	-5.66	21.60	-8.01
0	6	17	0.08	0.71	-0.76	-0.73	6.10	-8.70
0	6	18	0.05	0.68	-0.75	1.27	-6.08	-6.89
0	6	19	0.02	0.67	-0.74	7.02	-17.71	-3.01
0	6	20	-0.01	0.65	-0.75	12.65	-25.46	-1.64
0	6	21	-0.01	0.66	-0.75	14.59	-33.15	1.92
0	6	22	-0.00	0.66	-0.76	20.71	-45.27	6.17
0	6	23	0.01	0.65	-0.76	29.09	-54.83	10.36
0	6	24	0.04	0.66	-0.73	38.40	-62.08	12.67
0	6	25	0.06	0.66	-0.75	49.90	-76.58	13.80
0	6	26	0.05	0.62	-0.76	56.52	-92.65	16.80
0	6	27	0.03	0.55	-0.80	63.15	-106.96	19.05
0	6	28	0.00	0.45	-0.86	59.09	-116.15	13.61
0	6	29	-0.04	0.37	-0.91	52.40	-125.08	8.61
0	6	30	-0.12	0.27	-0.96	64.15	-131.71	12.36
0	6	31	-0.16	0.16	-0.95	74.34	-129.90	13.11
0	6	32	-0.21	0.06	-0.96	81.96	-122.52	15.74
0	6	33	-0.24	0.00	-0.97	97.02	-114.08	23.11
0	6	34	-0.26	-0.11	-0.90	74.21	-80.83	17.42
0	6	35	-0.30	-0.11	-1.02	47.34	-92.08	35.42
0	6	36	-0.21	-0.15	-1.05	56.52	-78.27	21.67
0	6	37	-0.27	-0.21	-1.01	35.59	-60.65	-2.83
0	6	38	-0.26	-0.19	-1.04	28.40	-60.83	2.99
0	6	39	-0.25	-0.17	-0.99	25.65	-52.83	0.49
0	6	40	-0.26	-0.17	-0.99	29.59	-42.33	-1.51
0	6	41	-0.27	-0.18	-0.99	22.77	-34.90	2.17
0	6	42	-0.27	-0.16	-1.00	12.90	-31.08	11.42
0	6	43	-0.25	-0.13	-1.01	10.52	-22.21	9.30
0	6	44	-0.24	-0.11	-1.03	14.59	-16.15	6.24
0	6	45	-0.23	-0.10	-1.02	11.46	-10.08	3.80
0	6	46	-0.22	-0.08	-1.02	6.27	-6.33	5.42
0	6	47	-0.20	-0.05	-1.03	4.90	-3.65	4.49
0	6	48	-0.19	-0.05	-1.03	3.52	-3.58	1.99
0	6	49	-0.18	-0.05	-1.03	1.59	-4.08	0.92
SampleType: 1 / 2
NumSample: 8 / 30
Press return to start next sample
... Start Reading Sample ...
0	7	0	-0.34	-0.42	-1.15	-47.23	32.23	5.49
0	7	1	-0.33	-0.46	-1.13	-57.10	54.23	-2.08
0	7	2	-0.31	-0.45	-1.09	-67.10	82.48	-17.51
0	7	3	-0.25	-0.38	-1.10	-77.73	115.35	-27.58
0	7	4	-0.21	-0.31	-1.08	-90.41	139.67	-27.83
0	7	5	-0.13	-0.17	-1.07	-114.79	162.17	-20.83
0	7	6	0.03	0.03	-0.97	-122.41	178.67	-32.45
0	7	7	0.08	0.25	-0.84	-111.66	171.29	-51.08
0	7	8	0.11	0.42	-0.79	-90.79	160.79	-53.58
0	7	9	0.13	0.56	-0.67	-58.79	141.04	-65.26
0	7	10	0.08	0.70	-0.63	-43.91	125.48	-63.14
0	7	11	0.07	0.84	-0.61	-39.79	110.92	-45.76
0	7	12	0.11	0.91	-0.57	-31.16	90.67	-29.45
0	7	13	0.11	0.98	-0.59	-17.10	66.92	-19.39
0	7	14	0.10	0.93	-0.65	2.15	41.73	-7.89
0	7	15	0.11	0.85	-0.73	4.27	19.48	-3.01
0	7	16	0.08	0.77	-0.74	7.65	-2.02	-3.08
0	7	17	0.04	0.69	-0.74	12.52	-20.02	-0.26
0	7	18	-0.01	0.62	-0.77	19.09	-30.71	0.55
0	7	19	-0.04	0.58	-0.79	24.59	-35.65	2.86
0	7	20	-0.06	0.57	-0.82	26.34	-40.27	6.92
0	7	21	-0.04	0.58	-0.82	28.65	-49.90	12.61
0	7	22	-0.02	0.61	-0.79	27.27	-60.08	15.11
0	7	23	-0.01	0.60	-0.77	38.59	-74.33	13.17
0	7	24	-0.01	0.57	-0.78	48.27	-85.96	13.99
0	7	25	-0.03	0.52	-0.82	55.09	-96.08	17.36
0	7	26	-0.05	0.44	-0.88	55.27	-107.52	21.36
0	7	27	-0.05	0.36	-0.91	48.96	-118.58	22.49
0	7	28	-0.09	0.29	-0.91	44.02	-124.33	21.74
0	7	29	-0.14	0.21	-0.92	47.34	-126.15	22.49
0	7	30	-0.18	0.12	-0.96	55.65	-123.33	21.42
0	7	31	-0.18	0.06	-0.96	59.46	-119.77	5.99
0	7	32	-0.28	-0.06	-0.99	65.27	-95.33	6.42
0	7	33	-0.31	-0.10	-1.00	82.71	-106.77	34.86
0	7	34	-0.27	-0.19	-1.05	102.40	-96.71	23.74
