SampleType	NumSample	numItem	accelX	accelY	accelZ	gyroX	gyroY	gyroZ
0	8	9	0.00	-0.29	-1.00	0.22	11.59	-0.83
0	8	10	0.14	-0.37	-1.00	-0.53	10.53	-1.64
0	8	11	0.05	-0.08	-1.00	-0.78	30.21	2.79
0	8	12	0.09	-0.13	-1.01	0.60	21.34	-0.33
0	8	13	0.07	-0.08	-1.00	-0.28	29.96	-1.83
0	8	14	0.02	-0.06	-1.00	0.10	32.65	4.54
0	8	15	0.01	-0.01	-1.00	-2.47	34.71	4.36
0	8	16	-0.01	0.01	-1.00	-0.34	36.53	0.04
0	8	17	-0.02	0.01	-1.00	1.16	35.78	-2.58
0	8	18	0.04	-0.08	-1.00	1.41	33.84	-3.77
0	8	19	0.05	0.01	-1.01	-1.53	46.28	3.42
0	8	20	-0.02	0.12	-1.00	-1.09	41.40	7.73
0	8	21	-0.06	0.11	-1.00	-1.34	24.59	-3.27
0	8	22	-0.06	0.01	-1.00	1.10	12.28	-9.58
0	8	23	-0.01	-0.05	-1.00	1.66	25.21	-1.02
0	8	24	0.03	0.03	-1.01	0.16	38.21	-0.89
0	8	25	0.03	0.15	-0.99	0.66	46.28	-1.83
0	8	26	-0.02	0.23	-1.00	0.91	31.03	2.73
0	8	27	-0.02	0.25	-1.00	0.35	2.96	-1.58
0	8	28	0.00	0.22	-1.00	0.47	4.84	-1.08
0	8	29	-0.04	0.26	-1.00	-0.03	12.28	0.92
0	8	30	-0.06	0.36	-1.00	0.47	7.84	-0.27
0	8	31	-0.04	0.33	-1.01	-0.72	4.21	0.04
0	8	32	-0.03	0.20	-1.00	-2.84	-5.35	0.36
0	8	33	-0.02	0.34	-1.00	-0.34	-0.47	-0.21
0	8	34	-0.04	0.34	-1.00	0.91	1.03	-0.58
0	8	35	-0.03	0.23	-1.00	1.03	-11.54	1.48
0	8	36	-0.01	0.19	-1.00	0.03	-41.66	0.23
0	8	37	0.05	0.15	-1.00	-0.78	-31.29	-2.39
0	8	38	-0.01	0.14	-1.00	-1.40	-31.54	2.42
0	8	39	-0.01	0.16	-1.00	-0.97	-32.10	1.48
0	8	40	-0.00	0.11	-1.00	0.16	-45.35	-1.02
0	8	41	0.03	0.02	-1.00	0.10	-50.29	1.36
0	8	42	0.02	-0.05	-1.01	0.72	-46.54	-2.46
0	8	43	-0.00	-0.03	-0.99	0.41	-41.66	-2.96
0	8	44	-0.01	-0.07	-1.00	-0.65	-41.16	3.23
0	8	45	0.06	-0.07	-1.00	0.53	-45.41	-0.64
0	8	46	0.04	-0.06	-1.00	-0.65	-31.54	1.79
0	8	47	0.02	-0.08	-1.00	-0.28	-24.35	-1.71
0	8	48	-0.00	-0.11	-1.00	-1.09	-20.16	0.23
0	8	49	0.03	-0.18	-0.99	0.91	-21.10	-0.77
0	9	0	-0.00	-0.00	-1.00	-0.22	0.03	-0.08
0	9	1	-0.00	-0.00	-1.00	-0.03	-0.10	-0.08
0	9	2	-0.00	-0.01	-1.00	-0.09	-0.10	-0.02
0	9	3	0.01	-0.04	-1.00	0.16	-7.60	-0.71
0	9	4	0.01	-0.11	-1.00	0.66	-19.72	-3.02
0	9	5	0.04	-0.18	-1.00	-0.09	-19.22	0.36
0	9	6	0.04	-0.14	-1.00	0.41	-9.85	-1.08
0	9	7	0.04	-0.23	-1.00	0.41	-11.91	-1.96
0	9	8	0.02	-0.35	-0.99	-0.47	-9.97	0.17
0	9	9	0.08	-0.60	-1.00	-2.59	2.09	5.61
0	9	10	0.17	-0.34	-1.00	0.60	25.53	0.54
0	9	11	0.05	-0.18	-1.00	0.10	47.71	-2.58
0	9	12	0.10	-0.11	-0.99	0.16	47.78	1.67
0	9	13	0.03	0.01	-1.00	-0.47	56.96	0.11
0	9	14	0.01	-0.04	-1.00	1.41	53.53	-3.02
0	9	15	0.04	-0.05	-1.00	-0.22	65.46	1.61
0	9	16	0.01	0.15	-1.00	0.66	67.90	0.61
0	9	17	-0.03	0.23	-1.00	0.35	55.21	0.61
0	9	18	-0.04	0.23	-1.00	-0.72	39.46	-1.58
0	9	19	-0.04	0.26	-1.00	0.60	33.03	0.29
0	9	20	-0.04	0.35	-1.00	0.22	24.96	-0.89
0	9	21	-0.05	0.45	-1.00	0.10	17.53	-0.77
0	9	22	-0.06	0.44	-1.00	0.28	4.65	-0.71
0	9	23	-0.04	0.34	-1.00	-0.15	0.96	-0.39
0	9	24	-0.03	0.20	-1.00	-5.40	1.15	0.42
0	9	25	-0.08	0.33	-0.99	0.22	-8.29	3.17
0	9	26	-0.07	0.44	-1.00	-0.72	-13.91	-2.14
0	9	27	-0.03	0.29	-1.00	1.35	-29.79	1.73
0	9	28	0.03	0.11	-1.00	1.47	-32.16	-0.21
0	9	29	0.02	0.09	-1.00	0.60	-30.66	-0.89
0	9	30	-0.01	0.10	-1.00	-0.40	-33.16	-1.39
0	9	31	0.01	0.06	-1.00	1.91	-33.41	-2.33
0	9	32	0.01	-0.05	-1.00	-0.34	-42.16	-2.71
0	9	33	0.02	-0.08	-1.00	1.53	-40.22	-3.33
0	9	34	0.01	-0.04	-1.00	1.47	-34.72	-0.83
0	9	35	0.02	-0.01	-0.99	-2.09	-26.10	4.92
0	9	36	0.02	-0.03	-1.01	-1.47	-21.10	3.29
0	9	37	0.03	-0.08	-1.01	-1.09	-22.91	-0.83
0	9	38	0.01	-0.05	-1.00	-1.72	-19.66	-4.58
0	9	39	-0.01	-0.02	-1.00	-1.03	-23.04	-3.96
0	9	40	-0.01	-0.01	-0.99	-0.28	-22.29	0.61
0	9	41	0.01	-0.02	-1.00	1.91	-22.47	3.04
0	9	42	0.01	0.00	-1.01	1.66	-23.72	2.73
0	9	43	0.01	-0.03	-1.00	-0.09	-25.72	-1.52
0	9	44	0.01	-0.12	-1.00	0.35	-24.54	-0.39
0	9	45	0.02	-0.16	-1.00	-0.15	-19.60	2.04
0	9	46	0.02	-0.14	-1.00	-0.09	-14.35	0.48
0	9	47	0.01	-0.13	-1.00	0.10	-11.97	0.73
0	9	48	0.00	-0.14	-1.00	-1.28	-10.97	1.17
0	9	49	0.01	-0.14	-1.00	-0.59	-7.41	1.48
0	10	0	-0.00	-0.00	-1.00	-0.15	-0.04	-0.14
0	10	1	-0.00	-0.00	-1.00	-0.09	-0.10	-0.08
0	10	2	0.01	-0.04	-1.00	-0.03	-3.29	-0.52
0	10	3	0.02	-0.09	-1.00	0.85	-13.04	-3.39
0	10	4	0.05	-0.22	-1.00	-0.15	-7.22	-0.21
0	10	5	0.02	-0.15	-1.00	0.47	5.84	-0.89
0	10	6	-0.00	-0.08	-1.00	0.41	7.40	-0.71
0	10	7	-0.01	-0.22	-1.00	-1.15	2.90	2.11
0	10	8	0.04	-0.42	-1.00	-2.34	13.65	6.36
0	10	9	0.11	-0.37	-1.00	0.47	18.65	-1.89
0	10	10	0.05	-0.20	-1.00	-0.34	29.46	-0.14
0	10	11	0.03	-0.10	-1.01	3.35	21.84	-7.58
0	10	12	0.07	-0.16	-1.01	1.28	39.53	-4.83
0	10	13	0.09	-0.29	-0.92	-14.65	58.46	0.79
0	10	14	0.05	-0.17	-1.05	13.78	57.90	14.36
0	10	15	0.03	0.07	-1.01	-2.84	63.21	-2.08
0	10	16	-0.00	0.02	-1.00	1.28	51.34	0.23
0	10	17	0.03	-0.02	-1.00	1.16	51.65	-3.52
0	10	18	0.03	-0.00	-1.00	-0.03	58.71	-0.46
0	10	19	0.02	0.15	-1.00	0.41	54.53	0.67
0	10	20	-0.03	0.32	-1.00	-0.97	41.03	0.98
0	10	21	-0.00	0.37	-1.00	1.47	30.09	-2.21
0	10	22	-0.00	0.30	-1.00	0.78	26.65	1.61
0	10	23	-0.05	0.37	-1.00	-1.90	14.59	4.04
0	10	24	-0.08	0.44	-1.01	-0.78	15.03	-0.46
0	10	25	-0.08	0.44	-1.00	-0.47	-2.29	-0.46
0	10	26	-0.00	0.27	-1.01	-3.59	1.03	1.11
0	10	27	-0.04	0.31	-0.99	-2.28	-2.04	4.86
0	10	28	-0.03	0.33	-1.00	-1.34	-5.72	6.48
0	10	29	-0.04	0.38	-0.99	-1.28	-13.97	-4.77
0	10	30	-0.03	0.25	-1.01	1.78	-46.85	-8.58
0	10	31	0.06	0.15	-0.99	-2.22	-25.79	1.54
0	10	32	-0.04	0.22	-1.01	-3.09	-35.35	-5.02
0	10	33	-0.01	0.22	-1.00	-4.28	-35.91	-0.33
0	10	34	-0.05	0.16	-1.01	-15.97	-43.35	-4.89
0	10	35	0.01	0.08	-0.96	-5.34	-53.29	-9.33
0	10	36	0.01	-0.03	-1.01	11.85	-54.72	-8.46
0	10	37	-0.03	0.02	-1.00	1.03	-42.97	-4.77
0	10	38	-0.03	0.05	-0.96	13.97	-60.54	-3.96
0	10	39	0.05	-0.18	-1.02	12.60	-59.97	15.23
0	10	40	0.07	-0.20	-1.02	-5.22	-16.72	7.29
0	10	41	-0.00	-0.11	-1.00	-3.28	-19.91	0.29
0	10	42	-0.00	-0.15	-0.98	2.16	-20.97	-6.71
0	10	43	0.04	-0.21	-1.00	4.16	-24.47	2.79
0	10	44	0.09	-0.25	-0.99	-2.40	-14.29	5.61
0	10	45	0.05	-0.20	-1.01	-0.97	-5.79	8.73
0	10	46	0.02	-0.15	-0.99	-1.40	-1.72	7.11
0	10	47	0.05	-0.20	-1.01	-2.97	-6.72	7.42
0	10	48	0.06	-0.20	-1.00	0.16	-0.54	-1.64
0	10	49	0.03	-0.20	-1.00	0.66	13.40	-2.46
0	11	0	-0.00	0.02	-1.00	-0.15	-3.29	0.36
0	11	1	0.00	0.01	-1.00	-0.09	-1.04	0.04
0	11	2	-0.00	-0.02	-1.00	-0.03	-1.41	-0.02
0	11	3	0.01	-0.04	-1.00	-0.15	-5.85	-0.08
0	11	4	0.03	-0.18	-1.00	0.03	-11.10	-0.21
0	11	5	0.05	-0.17	-1.00	0.10	-10.41	-0.33
0	11	6	0.04	-0.14	-1.01	-1.53	-4.91	0.42
0	11	7	0.03	-0.21	-1.00	-5.90	-10.66	-0.77
0	11	8	0.04	-0.29	-1.00	-3.40	-11.72	-0.64
0	11	9	0.02	-0.35	-0.98	0.91	19.03	0.36
0	11	10	0.16	-0.37	-1.03	-1.22	19.90	2.42
0	11	11	0.02	-0.15	-0.98	-4.47	29.34	-0.39
0	11	12	0.05	-0.21	-1.00	2.41	35.03	3.42
0	11	13	0.01	-0.15	-1.00	-2.78	42.53	-6.83
0	11	14	0.01	-0.11	-1.00	7.60	47.90	-0.58
0	11	15	0.01	0.01	-1.00	4.47	62.65	-0.21
0	11	16	0.04	0.15	-1.00	2.78	62.59	-0.33
0	11	17	0.04	0.20	-1.00	-0.40	56.21	-0.27
0	11	18	-0.01	0.23	-1.00	-4.47	47.96	-0.77
0	11	19	-0.05	0.30	-0.99	-3.28	37.09	0.42
0	11	20	-0.09	0.23	-1.00	1.16	19.09	0.54
0	11	21	-0.02	0.09	-1.00	2.53	19.71	-2.27
0	11	22	-0.00	0.20	-1.00	-0.47	23.34	-0.58
0	11	23	-0.00	0.35	-1.00	-1.09	15.40	0.36
0	11	24	-0.05	0.46	-1.00	-0.40	9.96	0.36
0	11	25	-0.03	0.39	-1.01	-1.78	2.96	-0.08
0	11	26	-0.06	0.29	-0.99	-3.47	-9.10	0.17
0	11	27	-0.03	0.31	-1.00	0.03	-12.41	-0.33
0	11	28	-0.01	0.37	-0.99	1.10	-8.85	-0.02
0	11	29	0.01	0.26	-1.00	1.91	-15.66	0.36
0	11	30	0.02	0.24	-1.00	1.85	-25.79	0.92
0	11	31	0.02	0.21	-1.00	0.03	-30.60	-0.71
0	11	32	0.01	0.23	-1.00	-2.90	-33.41	-0.08
0	11	33	-0.00	0.19	-1.00	-3.90	-43.47	0.98
0	11	34	0.02	0.07	-1.00	-7.28	-49.72	0.54
0	11	35	-0.02	0.00	-1.00	-7.78	-54.54	-2.14
0	11	36	0.01	-0.11	-0.96	7.22	-69.79	-0.77
0	11	37	0.04	-0.19	-1.03	18.97	-76.35	5.92
0	11	38	0.08	-0.18	-1.00	-3.09	-33.60	-0.58
0	11	39	0.01	-0.12	-1.00	1.78	-27.47	1.92
0	11	40	0.06	-0.23	-1.00	-0.72	-13.47	-4.02
0	11	41	-0.00	-0.13	-1.00	1.41	-18.79	2.92
0	11	42	0.04	-0.17	-1.00	2.78	-12.22	-1.52
0	11	43	0.00	-0.18	-1.00	2.66	-3.10	-0.96
0	11	44	0.03	-0.20	-1.00	0.60	-7.04	-0.39
0	11	45	0.03	-0.21	-1.00	0.03	-6.29	0.79
0	11	46	0.04	-0.21	-1.00	-0.15	-5.79	0.36
0	11	47	0.04	-0.20	-1.00	-0.22	-0.22	0.36
0	11	48	0.02	-0.09	-1.00	0.03	8.71	0.11
0	11	49	-0.02	-0.01	-1.00	0.03	15.84	-0.14
0	12	0	0.00	-0.01	-1.00	-0.15	-0.35	-0.08
0	12	1	-0.00	-0.01	-1.00	0.16	-0.60	-0.14
0	12	2	-0.00	0.00	-1.00	0.10	-0.29	-0.02
0	12	3	0.00	-0.02	-1.00	-0.15	-0.60	0.04
0	12	4	0.02	-0.12	-1.00	-0.22	-13.72	-0.39
0	12	5	0.03	-0.13	-1.00	0.28	-18.54	-1.33
0	12	6	0.03	-0.15	-1.00	-0.03	-6.29	-1.14
0	12	7	0.03	-0.08	-1.01	-1.84	-5.85	-0.58
0	12	8	0.05	-0.26	-1.00	-11.09	-12.97	-1.39
0	12	9	0.02	-0.33	-1.00	-11.34	-8.22	2.54
0	12	10	0.11	-0.63	-0.98	9.85	0.65	4.98
0	12	11	0.19	-0.22	-1.02	-9.78	28.59	-4.21
0	12	12	0.00	-0.07	-0.97	0.35	42.84	2.36
0	12	13	0.05	-0.13	-1.01	1.78	40.78	-1.33
0	12	14	0.03	-0.07	-0.99	3.35	45.15	-0.64
0	12	15	0.08	-0.03	-0.99	4.28	53.21	-0.58
0	12	16	0.06	0.08	-1.01	1.85	67.28	0.36
0	12	17	-0.01	0.15	-1.00	-2.59	63.28	0.48
0	12	18	-0.08	0.23	-1.00	-2.28	54.28	-1.14
0	12	19	-0.11	0.32	-0.99	1.78	37.90	-0.83
0	12	20	-0.10	0.30	-1.01	3.28	27.40	-4.02
0	12	21	-0.00	0.18	-0.99	2.03	22.65	-6.83
0	12	22	-0.02	0.22	-1.00	-0.03	23.59	3.86
0	12	23	-0.05	0.27	-1.01	-4.53	19.03	2.17
0	12	24	-0.07	0.35	-1.01	-4.15	11.59	-1.33
0	12	25	-0.04	0.33	-1.00	-7.72	4.71	-1.14
0	12	26	-0.00	0.12	-1.00	-12.90	4.34	2.23
0	12	27	-0.02	0.20	-0.95	1.66	-7.22	4.11
0	12	28	-0.03	0.24	-1.03	17.78	-10.41	-1.08
0	12	29	0.02	0.19	-0.99	-2.28	-9.54	0.73
0	12	30	-0.01	0.29	-1.01	1.60	-10.16	0.23
0	12	31	-0.01	0.30	-1.00	-0.47	-15.79	1.73
0	12	32	-0.01	0.16	-1.00	0.35	-23.04	0.23
0	12	33	0.01	0.15	-1.00	1.78	-32.66	-1.02
0	12	34	0.01	0.12	-1.00	0.72	-35.60	1.11
0	12	35	0.00	0.09	-1.00	1.53	-39.29	0.54
0	12	36	0.04	0.00	-1.00	1.03	-45.72	0.23
0	12	37	0.02	-0.02	-1.00	-0.78	-40.22	0.48
0	12	38	0.02	-0.03	-1.00	1.10	-44.97	-0.71
0	12	39	0.00	-0.05	-0.99	0.41	-43.79	2.98
0	12	40	0.02	-0.07	-1.01	0.97	-36.47	1.04
0	12	41	0.05	-0.09	-1.00	-1.03	-26.16	-0.71
0	12	42	0.01	-0.04	-1.00	1.10	-19.04	-0.33
0	12	43	-0.00	-0.07	-1.00	0.16	-18.22	-1.52
0	12	44	0.04	-0.15	-1.00	0.91	-18.54	0.92
0	12	45	0.00	-0.09	-1.00	-0.34	-15.41	1.86
0	12	46	0.02	-0.11	-1.00	-0.15	-15.54	-1.71
0	12	47	-0.01	-0.12	-1.00	1.72	-16.60	-0.39
0	12	48	0.02	-0.15	-1.00	3.41	-17.85	0.86
0	12	49	0.03	-0.19	-1.00	2.60	-14.35	0.98
0	13	0	-0.00	-0.00	-1.00	-0.22	-0.60	-0.02
0	13	1	-0.00	-0.00	-1.00	-0.09	-0.16	-0.02
0	13	2	-0.00	-0.00	-1.00	-0.03	-0.04	0.04
0	13	3	0.00	-0.01	-1.00	-0.09	-0.54	-0.08
0	13	4	0.01	-0.02	-1.00	-0.34	-3.54	-0.27
0	13	5	0.01	-0.04	-1.00	-0.09	-10.35	0.36
0	13	6	0.02	-0.09	-1.00	0.03	-26.60	-1.27
0	13	7	0.06	-0.20	-1.00	-0.09	-11.72	0.67
0	13	8	0.04	-0.17	-1.00	-0.72	-5.35	-0.77
0	13	9	0.03	-0.24	-1.01	-8.84	-10.54	-2.39
0	13	10	0.01	-0.30	-0.98	-10.47	-4.97	0.73
0	13	11	0.11	-0.51	-0.99	18.60	11.96	2.54
0	13	12	0.18	-0.27	-1.03	-8.65	22.28	-0.58
0	13	13	0.02	-0.15	-0.98	-1.28	35.21	-1.83
0	13	14	0.04	-0.21	-1.00	1.16	39.15	5.42
0	13	15	0.01	-0.16	-0.99	4.16	50.28	-3.52
0	13	16	0.06	-0.10	-1.01	7.72	51.40	-1.96
0	13	17	0.11	-0.05	-1.00	-1.97	65.78	1.92
0	13	18	0.04	0.07	-1.00	1.28	68.65	0.54
0	13	19	-0.02	0.18	-1.00	0.53	63.09	0.17
0	13	20	-0.07	0.32	-1.00	-1.90	52.40	-1.21
0	13	21	-0.04	0.40	-1.00	-0.47	45.28	-0.08
0	13	22	-0.08	0.47	-1.01	-3.22	33.46	-0.52
0	13	23	-0.09	0.50	-1.00	-4.53	17.59	-1.52
0	13	24	-0.08	0.49	-1.00	-2.65	11.40	-0.77
0	13	25	-0.04	0.35	-1.01	-5.09	5.28	0.29
0	13	26	-0.07	0.27	-0.98	-6.40	-16.04	-0.14
0	13	27	-0.01	0.26	-1.00	1.28	-17.35	1.04
0	13	28	-0.07	0.46	-0.99	-2.40	-14.97	0.54
0	13	29	0.01	0.23	-1.00	1.91	-33.10	1.92
0	13	30	0.03	0.17	-1.00	-2.65	-29.47	0.73
0	13	31	-0.02	0.22	-0.99	0.22	-28.66	-1.39
0	13	32	-0.02	0.15	-1.00	2.16	-34.79	1.23
0	13	33	0.02	0.12	-1.00	4.78	-47.54	-0.08
0	13	34	0.07	0.06	-1.00	2.10	-29.79	0.36
0	13	35	-0.01	0.08	-1.00	1.28	-45.35	0.17
0	13	36	0.01	0.06	-1.00	1.72	-52.97	-2.58
0	13	37	0.01	-0.02	-0.99	4.10	-57.91	-2.96
0	13	38	0.05	-0.11	-1.01	2.28	-45.35	6.73
0	13	39	0.06	-0.16	-1.00	1.22	-22.79	-3.64
0	13	40	0.01	-0.14	-0.99	0.41	-20.04	2.36
0	13	41	0.03	-0.16	-1.01	3.10	-27.04	-0.08
0	13	42	0.06	-0.22	-1.00	0.10	-23.10	-0.96
0	13	43	0.04	-0.21	-1.00	-1.03	-17.41	3.86
0	13	44	0.06	-0.23	-1.00	-0.78	-10.85	0.92
0	13	45	0.01	-0.18	-1.00	0.10	-10.35	-1.52
0	13	46	0.01	-0.14	-1.00	-0.22	-5.97	-0.83
0	13	47	0.07	-0.17	-1.00	-0.15	11.78	-0.27
0	13	48	0.06	-0.22	-1.00	0.41	28.53	0.79
0	13	49	0.02	-0.17	-1.00	-0.09	17.65	0.23
0	14	0	-0.00	-0.00	-1.00	-0.03	-0.10	-0.21
0	14	1	-0.00	-0.00	-1.00	0.03	0.21	-0.08
0	14	2	-0.00	-0.00	-1.00	-0.03	0.03	-0.14
0	14	3	0.00	-0.04	-1.00	-0.15	-4.04	-0.14
0	14	4	0.01	-0.02	-1.00	-0.22	-8.16	-0.27
0	14	5	-0.01	-0.01	-1.00	-0.15	-10.66	0.29
0	14	6	0.02	-0.11	-1.00	0.16	-19.97	-1.64
0	14	7	0.04	-0.19	-1.00	-0.40	-16.85	-0.71
0	14	8	0.05	-0.15	-1.01	-1.84	-15.29	-2.14
0	14	9	0.04	-0.15	-1.01	-11.65	-14.41	-2.08
0	14	10	0.00	-0.24	-1.01	-24.78	-27.04	0.67
0	14	11	0.08	-0.66	-0.90	17.35	-24.16	9.79
0	14	12	0.22	-0.44	-1.10	2.53	5.21	-1.96
0	14	13	0.03	-0.06	-0.96	-6.65	13.59	7.61
0	14	14	0.03	-0.16	-1.01	5.97	1.78	10.73
0	14	15	0.04	-0.23	-1.00	0.47	30.71	-4.14
0	14	16	0.04	-0.32	-1.00	3.72	46.46	-14.21
0	14	17	0.10	-0.13	-1.01	5.28	77.03	-1.58
0	14	18	0.08	0.15	-1.01	-5.90	95.96	0.86
0	14	19	-0.01	0.36	-0.99	-2.90	85.21	0.48
0	14	20	-0.10	0.44	-0.99	1.22	60.28	-4.02
0	14	21	-0.09	0.40	-1.00	3.66	38.78	1.11
0	14	22	-0.06	0.26	-1.01	2.85	34.59	-4.46
0	14	23	-0.02	0.30	-0.99	-1.97	34.65	0.67
0	14	24	-0.07	0.46	-1.00	-4.15	19.84	2.11
0	14	25	-0.02	0.47	-0.99	-3.22	12.78	-0.58
0	14	26	-0.03	0.36	-1.01	-5.59	0.09	0.23
0	14	27	-0.05	0.23	-0.98	-6.72	-13.97	0.17
0	14	28	-0.05	0.29	-1.00	-1.28	-11.47	0.48
0	14	29	-0.05	0.29	-0.99	-0.53	-10.22	-0.52
0	14	30	0.02	0.16	-1.00	1.16	-12.60	0.79
0	14	31	0.05	0.14	-1.00	-1.34	-17.60	1.23
0	14	32	0.02	0.20	-1.00	-2.72	-16.29	-0.21
0	14	33	-0.01	0.20	-0.99	-1.78	-17.97	-0.89
0	14	34	-0.03	0.16	-1.00	-0.09	-25.41	0.67
0	14	35	0.03	0.11	-1.00	0.91	-39.47	0.73
0	14	36	0.02	0.07	-1.00	-1.90	-36.16	1.86
0	14	37	0.01	0.08	-1.00	-0.22	-45.97	0.36
0	14	38	0.00	0.11	-0.99	2.22	-52.29	-0.21
0	14	39	0.04	0.05	-1.00	3.16	-51.60	2.11
0	14	40	0.05	-0.06	-1.00	0.16	-42.35	1.04
0	14	41	0.05	-0.11	-1.00	2.22	-32.41	-0.14
0	14	42	-0.00	-0.08	-1.00	0.60	-38.47	-1.52
0	14	43	0.02	-0.10	-0.99	4.41	-35.60	-1.77
0	14	44	0.06	-0.19	-1.00	2.97	-27.29	1.79
0	14	45	0.06	-0.25	-1.01	0.47	-19.85	2.48
0	14	46	0.01	-0.19	-1.00	2.85	-16.72	-1.64
0	14	47	0.01	-0.20	-1.00	4.91	-16.66	-5.02
0	14	48	0.04	-0.20	-1.00	4.53	-8.91	-1.64
0	14	49	0.02	-0.15	-0.99	3.47	0.78	4.92
0	15	0	-0.00	-0.01	-1.00	-0.09	-1.91	0.04
0	15	1	-0.00	0.01	-1.00	-0.15	-1.22	0.04
0	15	2	0.00	-0.02	-1.00	-0.15	-2.79	0.04
0	15	3	-0.00	-0.01	-1.00	-0.15	-4.79	0.23
0	15	4	0.00	-0.02	-1.00	-0.28	-8.22	-0.39
0	15	5	0.01	-0.04	-1.00	0.47	-13.16	-1.96
0	15	6	0.03	-0.14	-1.00	-0.22	-16.22	-1.02
0	15	7	0.03	-0.13	-1.00	-0.15	-15.66	-1.27
0	15	8	0.05	-0.14	-1.00	-0.47	-18.85	0.23
0	15	9	0.02	-0.14	-1.00	-1.09	-17.16	1.92
0	15	10	0.00	-0.28	-1.00	-0.78	-26.29	3.04
0	15	11	0.00	-0.48	-1.01	-0.53	-8.79	-0.08
0	15	12	0.20	-0.58	-1.00	-6.40	4.59	-1.33
0	15	13	0.06	-0.18	-0.99	-7.97	6.46	2.67
0	15	14	0.03	-0.34	-1.00	0.22	15.53	5.04
0	15	15	0.07	-0.27	-1.00	3.72	39.59	-3.46
0	15	16	0.05	-0.18	-1.01	0.16	66.15	-4.71
0	15	17	0.06	-0.14	-1.00	-2.90	81.03	-0.96
0	15	18	0.06	0.11	-1.00	-4.97	82.03	-0.08
0	15	19	0.04	0.33	-0.99	1.35	80.53	-1.77
0	15	20	0.03	0.38	-1.00	1.16	58.59	-0.39
0	15	21	-0.01	0.42	-1.00	-3.65	54.15	-0.71
0	15	22	-0.07	0.49	-1.00	-5.47	40.96	-1.71
0	15	23	-0.12	0.50	-0.99	-0.78	10.65	-4.46
0	15	24	-0.11	0.48	-0.98	2.91	-15.97	-0.02
0	15	25	-0.01	0.42	-1.00	4.35	-22.79	2.92
0	15	26	0.01	0.23	-1.02	-4.40	-0.85	2.48
0	15	27	-0.03	0.25	-0.99	-6.84	-5.35	-0.39
0	15	28	-0.09	0.41	-0.99	-1.47	-2.91	0.67
0	15	29	-0.02	0.24	-1.00	1.85	-15.16	-0.08
0	15	30	0.04	0.13	-1.00	0.03	-8.29	-0.14
0	15	31	0.03	0.12	-1.00	-1.97	-5.22	0.67
0	15	32	-0.02	0.23	-1.00	-1.90	-7.54	0.61
0	15	33	-0.03	0.28	-0.99	0.91	-20.72	-0.96
0	15	34	-0.01	0.22	-1.00	-0.28	-34.29	0.42
0	15	35	-0.01	0.14	-1.00	-1.15	-38.29	1.11
0	15	36	-0.03	0.12	-0.99	-0.90	-38.29	1.54
0	15	37	-0.01	0.13	-1.00	4.22	-61.29	0.92
0	15	38	0.07	-0.03	-1.00	3.78	-59.66	0.17
0	15	39	0.06	-0.08	-1.00	1.91	-50.97	2.79
0	15	40	0.01	-0.04	-1.00	-0.09	-36.60	0.98
0	15	41	0.04	-0.14	-1.00	1.28	-24.91	-0.27
0	15	42	0.06	-0.18	-1.00	-0.22	-20.97	1.73
0	15	43	0.02	-0.16	-1.01	2.72	-19.60	-1.52
0	15	44	0.02	-0.16	-0.99	1.72	-11.10	-0.08
0	15	45	0.02	-0.14	-1.00	6.10	-8.91	2.73
0	15	46	0.04	-0.25	-1.00	4.97	-17.16	-0.39
0	15	47	0.08	-0.29	-1.00	4.60	-8.41	-0.89
0	15	48	0.03	-0.21	-1.01	1.60	14.53	-0.33
0	15	49	0.02	-0.15	-1.00	-0.15	32.03	0.29
0	16	0	-0.00	-0.01	-1.00	-0.22	-1.66	-0.02
0	16	1	0.00	-0.01	-1.00	-0.09	-2.35	-0.08
0	16	2	0.00	-0.01	-1.00	-0.09	-3.35	0.04
0	16	3	0.00	-0.03	-1.00	-0.28	-6.72	-0.08
0	16	4	0.00	-0.10	-1.00	-0.09	-15.85	-0.14
0	16	5	0.02	-0.12	-1.00	-0.15	-11.72	-0.58
0	16	6	0.04	-0.09	-1.00	0.10	-12.29	-1.58
0	16	7	0.05	-0.16	-1.00	0.28	-19.72	-1.83
0	16	8	0.07	-0.21	-1.00	0.10	-21.10	-0.52
0	16	9	0.07	-0.13	-1.00	1.10	-9.66	-2.77
0	16	10	0.05	-0.27	-0.99	-0.90	-18.35	2.86
0	16	11	0.13	-0.63	-1.01	-1.72	-6.79	6.04
0	16	12	0.28	-0.37	-1.00	1.22	16.15	9.61
0	16	13	0.00	-0.08	-1.00	1.16	40.03	1.04
0	16	14	0.02	-0.11	-0.99	-1.22	32.84	0.86
0	16	15	0.00	-0.10	-1.02	-4.40	50.28	-0.02
0	16	16	-0.01	-0.14	-1.01	-21.72	66.09	-3.58
0	16	17	0.00	0.02	-0.94	8.72	75.71	-2.08
0	16	18	-0.16	0.21	-1.06	19.16	66.21	4.04
0	16	19	-0.07	0.20	-0.99	-11.72	52.15	-10.27
0	16	20	-0.02	0.21	-0.99	5.03	47.96	-3.64
0	16	21	0.00	0.22	-1.01	4.60	40.71	0.86
0	16	22	-0.01	0.23	-1.00	-1.34	32.40	-1.02
0	16	23	-0.06	0.31	-1.00	-2.34	19.90	-0.83
