SampleType	NumSample	numItem	accelX	accelY	accelZ	gyroX	gyroY	gyroZ
0	16	24	-0.05	0.32	-1.00	-4.47	4.78	0.11
0	16	25	0.01	0.26	-1.00	-3.84	8.53	2.11
0	16	26	-0.01	0.25	-1.00	-6.47	-3.04	0.29
0	16	27	-0.01	0.34	-1.00	-6.65	-11.10	-0.58
0	16	28	-0.02	0.38	-0.99	-5.53	3.71	9.42
0	16	29	-0.06	0.34	-1.00	-3.40	-2.91	9.04
0	16	30	-0.08	0.35	-1.00	-6.22	-13.29	-11.39
0	16	31	0.03	0.26	-0.96	-8.97	-7.47	-6.89
0	16	32	0.04	0.19	-1.00	20.97	-23.16	3.86
0	16	33	0.05	0.22	-1.03	-7.34	-16.47	0.29
0	16	34	-0.02	0.29	-1.01	-13.47	-20.79	-1.08
0	16	35	-0.01	0.16	-1.02	-38.72	-24.04	-0.02
0	16	36	-0.01	0.18	-0.95	-22.72	-40.79	-1.33
0	16	37	0.02	0.12	-0.97	4.66	-53.66	-4.52
0	16	38	-0.01	0.06	-1.01	6.35	-44.60	-0.21
0	16	39	-0.02	0.10	-0.98	10.72	-63.16	-2.39
0	16	40	0.04	0.04	-0.94	29.35	-67.29	9.42
0	16	41	0.05	-0.10	-1.08	30.91	-60.10	13.98
0	16	42	0.05	-0.07	-0.99	-11.97	-41.85	-1.96
0	16	43	0.02	-0.12	-0.99	3.41	-32.91	0.48
0	16	44	0.06	-0.17	-1.02	3.16	-34.35	-8.21
0	16	45	0.07	-0.17	-0.99	1.10	-31.97	-12.08
0	16	46	0.05	-0.23	-0.98	-0.97	-27.91	-0.89
0	16	47	0.03	-0.29	-1.00	3.28	-28.97	3.48
0	16	48	0.04	-0.26	-0.99	5.22	-20.16	7.42
0	16	49	0.06	-0.23	-1.01	3.66	-13.60	7.23
0	17	0	-0.00	-0.00	-1.00	-0.09	0.46	-0.21
0	17	1	-0.00	-0.01	-1.00	-0.22	-1.29	-0.08
0	17	2	-0.00	-0.00	-1.00	-0.15	-2.47	-0.08
0	17	3	0.00	-0.01	-1.00	0.35	-2.72	-1.21
0	17	4	0.02	-0.11	-1.00	0.85	-6.41	-2.89
0	17	5	0.05	-0.21	-1.00	0.72	-14.91	-2.27
0	17	6	0.04	-0.09	-1.00	0.91	-1.60	-2.71
0	17	7	0.04	-0.11	-1.00	-0.78	-8.16	2.04
0	17	8	0.06	-0.30	-1.00	-0.97	-14.85	0.92
0	17	9	0.03	-0.22	-1.00	-0.78	-3.79	-0.83
0	17	10	0.01	-0.47	-1.01	0.22	4.15	0.23
0	17	11	0.22	-0.36	-1.01	4.41	20.03	-12.71
0	17	12	0.01	-0.12	-0.97	4.97	42.03	3.42
0	17	13	0.02	-0.23	-0.99	-9.84	46.15	9.23
0	17	14	-0.02	-0.14	-1.03	-2.59	56.40	7.67
0	17	15	0.05	-0.07	-0.99	0.47	64.03	-1.96
0	17	16	0.07	0.03	-1.00	-0.34	74.59	0.92
0	17	17	0.05	0.13	-1.00	0.60	69.34	-2.46
0	17	18	0.00	0.15	-1.00	-0.34	52.53	1.54
0	17	19	-0.06	0.23	-1.01	0.53	42.53	-2.21
0	17	20	-0.05	0.24	-0.99	0.53	31.46	-0.14
0	17	21	-0.06	0.19	-1.00	-1.59	30.28	0.61
0	17	22	-0.01	0.26	-1.00	0.47	23.21	1.73
0	17	23	-0.03	0.35	-1.00	-0.47	16.40	0.79
0	17	24	-0.05	0.33	-1.00	0.16	5.59	-0.27
0	17	25	-0.07	0.25	-1.00	-0.22	-3.72	-1.14
0	17	26	-0.06	0.24	-1.00	-0.03	-2.85	0.17
0	17	27	-0.02	0.20	-1.01	-2.65	-0.97	0.36
0	17	28	-0.03	0.20	-1.00	-8.22	-8.35	0.11
0	17	29	-0.03	0.25	-0.99	-3.65	-7.04	0.29
0	17	30	0.01	0.14	-1.00	-0.09	-8.47	-0.14
0	17	31	0.01	0.15	-1.00	0.22	-9.97	0.67
0	17	32	0.04	0.04	-1.00	2.10	-21.85	0.79
0	17	33	0.03	0.13	-1.00	2.72	-24.10	0.36
0	17	34	0.01	0.14	-1.00	2.28	-22.16	-1.21
0	17	35	-0.02	0.20	-1.00	0.47	-21.97	-0.89
0	17	36	-0.05	0.27	-1.00	0.03	-27.04	0.98
0	17	37	-0.03	0.18	-1.00	0.22	-34.35	0.67
0	17	38	0.02	0.09	-1.00	1.41	-37.10	0.17
0	17	39	0.02	0.03	-1.00	2.35	-38.72	-0.89
0	17	40	0.01	-0.02	-1.00	-0.09	-38.41	0.54
0	17	41	0.04	-0.07	-1.00	-0.47	-36.16	1.54
0	17	42	0.02	-0.06	-1.00	-0.53	-25.79	-0.08
0	17	43	0.01	-0.05	-1.00	-0.22	-24.66	0.23
0	17	44	0.02	-0.08	-1.00	-0.90	-26.29	0.92
0	17	45	0.02	-0.07	-1.00	-0.72	-26.22	1.98
0	17	46	0.01	-0.13	-1.00	0.53	-18.79	-2.52
0	17	47	-0.02	-0.12	-1.00	1.28	-17.04	0.98
0	17	48	0.01	-0.13	-1.00	-1.15	-21.91	0.79
0	17	49	0.09	-0.17	-1.00	-0.65	-18.29	-0.52
0	18	0	0.00	-0.02	-1.00	0.03	-2.66	0.29
0	18	1	-0.00	-0.01	-1.00	-0.15	-5.91	0.23
0	18	2	0.00	-0.01	-1.00	-0.03	-7.54	-0.96
0	18	3	0.00	-0.02	-1.00	0.97	-11.47	-3.14
0	18	4	0.03	-0.11	-1.00	0.41	-15.04	-1.64
0	18	5	0.01	-0.12	-1.00	0.10	-6.22	-0.08
0	18	6	0.01	-0.07	-1.00	0.03	-7.04	-0.27
0	18	7	0.02	-0.06	-1.00	-0.03	-13.60	-1.08
0	18	8	0.03	-0.12	-1.01	-2.03	-22.97	-2.08
0	18	9	0.04	-0.24	-0.99	-5.34	-26.97	-2.27
0	18	10	0.02	-0.25	-1.01	-10.03	-13.97	-0.83
0	18	11	0.12	-0.58	-0.95	13.41	-7.66	13.29
0	18	12	0.13	-0.21	-1.05	-7.84	3.90	2.29
0	18	13	0.02	-0.14	-0.98	0.60	9.78	17.67
0	18	14	0.09	-0.19	-1.01	-6.34	32.40	-5.08
0	18	15	-0.01	-0.09	-1.00	-9.09	47.71	-0.02
0	18	16	0.02	-0.04	-1.00	-13.53	48.21	-5.96
0	18	17	0.03	-0.02	-0.98	-4.65	52.53	-13.58
0	18	18	0.05	0.04	-0.97	11.10	54.53	-1.08
0	18	19	0.02	0.13	-1.01	22.72	48.96	1.04
0	18	20	0.03	0.17	-1.03	-1.78	47.96	-1.27
0	18	21	-0.06	0.25	-0.99	-3.53	42.78	-0.02
0	18	22	-0.12	0.26	-1.00	0.60	27.78	-0.89
0	18	23	-0.08	0.26	-0.99	4.60	11.84	0.98
0	18	24	-0.02	0.28	-1.01	6.72	15.84	-3.21
0	18	25	-0.01	0.29	-1.00	-1.47	18.78	0.29
0	18	26	-0.05	0.37	-1.01	-0.47	13.59	2.86
0	18	27	-0.07	0.41	-1.01	-3.28	6.28	-0.89
0	18	28	-0.11	0.28	-1.00	-9.59	-1.29	0.73
0	18	29	-0.05	0.29	-0.98	-1.53	-6.79	0.11
0	18	30	-0.02	0.20	-1.01	1.60	-2.29	-0.08
0	18	31	0.00	0.32	-1.00	-1.47	-5.16	1.11
0	18	32	-0.00	0.28	-1.00	-0.97	-12.22	-0.33
0	18	33	0.00	0.22	-1.00	-1.03	-15.66	-1.52
0	18	34	-0.02	0.19	-1.00	-1.78	-21.22	0.17
0	18	35	-0.03	0.14	-0.99	1.28	-34.60	0.11
0	18	36	0.01	0.07	-1.00	1.10	-48.91	1.67
0	18	37	0.04	0.03	-1.00	2.03	-48.35	0.36
0	18	38	0.02	0.02	-1.00	-1.28	-49.47	-1.14
0	18	39	0.02	-0.03	-1.00	-0.28	-42.29	1.79
0	18	40	0.04	-0.11	-1.00	-2.03	-33.85	-0.39
0	18	41	0.03	-0.10	-0.99	1.10	-33.66	0.04
0	18	42	0.03	-0.11	-1.01	0.66	-30.22	-1.02
0	18	43	0.02	-0.10	-0.99	1.35	-26.10	2.61
0	18	44	-0.01	-0.10	-1.00	8.97	-19.29	-0.83
0	18	45	-0.02	-0.08	-1.01	1.28	-12.22	-1.39
0	18	46	-0.02	-0.03	-1.00	2.41	6.09	-2.14
0	18	47	0.13	-0.07	-1.00	-0.84	5.21	-0.14
0	18	48	0.04	-0.13	-1.00	1.28	-16.85	-3.27
0	18	49	-0.02	-0.16	-1.00	1.91	-8.79	-2.33
0	19	0	0.00	-0.01	-1.00	-0.09	-2.35	0.11
0	19	1	-0.00	-0.02	-1.00	-0.09	-3.66	0.04
0	19	2	0.01	-0.08	-1.00	-0.09	-8.54	0.04
0	19	3	0.03	-0.10	-1.00	-0.15	-7.35	-0.14
0	19	4	0.04	-0.09	-1.00	-0.34	-1.41	-0.71
0	19	5	0.03	-0.07	-1.01	-0.65	-2.35	0.36
0	19	6	0.02	-0.07	-1.02	-10.03	-11.85	-1.83
0	19	7	0.03	-0.19	-0.99	-12.84	-22.29	-2.39
0	19	8	0.02	-0.33	-1.00	-7.28	-18.60	0.04
0	19	9	0.08	-0.58	-0.98	8.47	-9.04	4.54
0	19	10	0.12	-0.31	-1.05	-7.09	-22.16	7.23
0	19	11	0.09	-0.20	-0.99	3.41	2.84	22.04
0	19	12	0.01	-0.20	-1.01	5.10	21.65	11.67
0	19	13	0.02	-0.18	-1.01	-51.59	49.15	-27.71
0	19	14	0.13	-0.21	-0.89	7.91	59.78	-1.83
0	19	15	0.08	0.04	-1.13	36.41	72.53	-0.77
0	19	16	0.08	0.25	-0.97	-18.03	84.78	0.29
0	19	17	-0.06	0.36	-0.99	0.47	65.09	0.29
0	19	18	-0.11	0.30	-0.99	-2.09	39.65	-3.52
0	19	19	-0.09	0.13	-1.00	-6.78	28.28	-17.21
0	19	20	-0.03	0.03	-0.99	9.91	33.15	-0.14
0	19	21	0.02	0.21	-1.01	4.28	37.90	0.42
0	19	22	-0.01	0.47	-0.99	-0.97	34.03	-0.89
0	19	23	-0.02	0.52	-0.99	0.41	9.84	-0.89
0	19	24	-0.04	0.41	-1.00	-2.22	-1.79	-1.21
0	19	25	-0.08	0.28	-1.00	-10.03	-17.22	2.36
0	19	26	-0.05	0.20	-0.99	-13.90	-10.35	9.17
0	19	27	-0.02	0.29	-0.94	10.22	-0.29	3.17
0	19	28	-0.08	0.31	-1.05	7.10	-10.04	-4.46
0	19	29	0.01	0.22	-0.97	-1.84	-16.85	-5.58
0	19	30	0.03	0.11	-1.01	2.22	-20.04	1.48
0	19	31	0.02	0.17	-1.00	-1.84	-18.29	-1.58
0	19	32	-0.00	0.22	-1.00	-3.22	-21.54	1.36
0	19	33	-0.01	0.19	-1.00	-5.53	-29.47	0.54
0	19	34	-0.00	0.09	-1.03	-24.22	-31.60	2.73
0	19	35	-0.00	0.06	-0.99	-31.59	-31.35	13.86
0	19	36	-0.03	0.08	-0.95	-2.84	-40.04	3.86
0	19	37	0.01	0.04	-0.97	19.22	-44.91	-0.08
0	19	38	0.05	-0.03	-1.02	27.28	-34.35	-12.52
0	19	39	0.01	-0.01	-1.01	18.10	-26.41	-1.46
0	19	40	0.01	0.03	-1.00	-3.90	-27.29	1.67
0	19	41	0.03	-0.01	-0.99	3.85	-31.10	0.42
0	19	42	0.04	-0.08	-1.00	6.10	-25.72	3.17
0	19	43	0.03	-0.12	-1.00	4.78	-22.72	-2.39
0	19	44	0.03	-0.12	-0.99	7.78	-18.10	0.54
0	19	45	-0.01	-0.11	-0.98	21.28	-14.16	1.98
0	19	46	0.04	-0.11	-1.03	4.10	-10.85	-0.46
0	19	47	0.04	-0.14	-0.99	-1.40	-9.91	-0.83
0	19	48	0.04	-0.20	-1.00	0.91	-10.10	0.86
0	19	49	0.01	-0.14	-1.00	0.22	-1.97	0.79
0	20	0	0.00	-0.03	-1.00	0.53	-5.10	-1.77
0	20	1	0.01	-0.13	-1.00	-0.15	-3.79	0.73
0	20	2	-0.00	-0.05	-1.00	0.03	-7.54	0.42
0	20	3	0.00	-0.01	-1.00	-0.28	-5.10	0.17
0	20	4	0.02	-0.04	-1.00	0.28	-8.29	0.11
0	20	5	0.02	-0.13	-1.01	-3.09	-12.97	0.11
0	20	6	0.05	-0.32	-1.00	-7.03	-19.10	1.36
0	20	7	0.01	-0.36	-0.99	-9.28	1.21	1.42
0	20	8	0.09	-0.50	-1.01	1.66	-8.72	0.48
0	20	9	0.19	-0.13	-1.00	-9.40	-6.72	5.98
0	20	10	0.02	-0.08	-0.99	1.85	21.78	12.92
0	20	11	0.06	-0.08	-1.00	-5.34	2.40	-4.64
0	20	12	-0.01	-0.11	-1.01	-4.53	27.46	-0.46
0	20	13	0.01	-0.19	-1.01	-15.22	41.15	1.17
0	20	14	0.14	-0.09	-0.93	21.72	57.21	-1.52
0	20	15	0.03	0.17	-1.07	4.72	68.28	2.73
0	20	16	0.02	0.33	-0.98	-4.34	54.53	4.29
0	20	17	-0.08	0.27	-1.01	13.53	34.15	17.61
0	20	18	-0.09	0.15	-0.98	5.85	23.53	-4.33
0	20	19	-0.06	0.15	-0.94	-18.40	28.03	-18.96
0	20	20	-0.05	0.24	-1.06	-4.90	28.34	-23.27
0	20	21	0.04	0.26	-0.99	2.66	14.03	2.92
0	20	22	-0.04	0.35	-1.01	-2.22	8.59	-0.77
0	20	23	-0.08	0.32	-0.99	-1.59	-6.22	3.42
0	20	24	-0.07	0.21	-1.00	-0.97	-16.29	14.23
0	20	25	-0.04	0.15	-1.00	-5.03	-4.16	-1.33
0	20	26	-0.06	0.22	-0.99	0.35	-4.10	-0.39
0	20	27	-0.05	0.24	-1.00	-0.90	-8.91	-5.27
0	20	28	0.01	0.14	-1.00	-1.59	-11.97	-10.96
0	20	29	0.00	0.11	-1.00	1.28	-12.72	1.36
0	20	30	-0.01	0.16	-1.00	-0.47	-13.04	0.48
0	20	31	-0.01	0.18	-1.00	0.47	-12.66	-0.33
0	20	32	-0.00	0.21	-1.00	-1.78	-14.97	1.11
0	20	33	-0.02	0.22	-1.00	-1.72	-18.97	0.86
0	20	34	-0.02	0.16	-1.00	-0.40	-23.47	3.17
0	20	35	0.01	0.06	-0.99	-3.34	-27.47	-4.39
0	20	36	0.03	0.03	-1.00	12.10	-28.72	3.04
0	20	37	0.03	0.05	-1.01	0.47	-31.47	-0.33
0	20	38	0.03	0.03	-1.00	2.47	-32.97	0.61
0	20	39	0.02	-0.03	-1.00	-0.97	-31.85	0.23
0	20	40	0.03	-0.08	-0.99	2.10	-23.47	1.98
0	20	41	0.03	-0.09	-1.01	7.16	-20.66	-0.64
0	20	42	0.00	-0.07	-0.99	6.10	-19.91	0.42
0	20	43	-0.02	-0.03	-1.01	7.28	-17.97	1.92
0	20	44	-0.03	-0.08	-1.00	-1.53	-9.22	-2.21
0	20	45	0.02	-0.16	-1.00	0.22	8.90	0.36
0	20	46	0.09	-0.22	-1.00	0.60	10.65	1.61
0	20	47	0.07	-0.21	-1.00	-0.22	8.15	-1.02
0	20	48	0.04	-0.16	-1.00	-0.15	18.28	-1.52
0	20	49	-0.04	-0.07	-1.00	-0.40	27.21	0.42
0	21	0	0.00	-0.01	-1.00	-0.28	-9.22	-0.14
0	21	1	-0.00	-0.01	-1.00	-0.28	-9.35	-0.27
0	21	2	0.01	-0.09	-1.00	0.10	-16.04	-0.02
0	21	3	0.01	-0.09	-1.00	-0.03	-19.35	-1.33
0	21	4	0.02	-0.03	-1.00	0.22	-14.10	-1.83
0	21	5	0.03	-0.06	-1.00	-0.09	-20.22	-1.02
0	21	6	0.02	-0.10	-1.03	-11.84	-30.29	-3.27
0	21	7	0.04	-0.18	-1.02	-28.59	-28.60	-3.96
0	21	8	0.02	-0.29	-0.97	-26.97	-13.35	-1.83
0	21	9	0.14	-0.58	-0.86	36.60	-10.72	14.11
0	21	10	0.10	-0.24	-1.18	9.78	14.90	4.29
0	21	11	0.08	-0.06	-0.92	-11.15	28.71	-1.08
0	21	12	0.04	-0.06	-1.02	12.03	18.15	15.36
0	21	13	0.01	-0.01	-1.02	-11.09	22.15	-5.14
0	21	14	-0.06	-0.02	-1.04	-28.28	35.09	-7.33
0	21	15	-0.03	-0.08	-0.97	-35.22	42.40	-18.52
0	21	16	0.03	-0.04	-0.92	7.78	48.90	-0.71
0	21	17	0.02	0.05	-0.99	42.10	38.59	8.54
0	21	18	-0.02	0.13	-1.08	28.03	37.65	-0.02
0	21	19	-0.04	0.19	-0.99	-10.90	33.78	-1.14
0	21	20	-0.09	0.15	-1.00	6.60	25.90	-0.14
0	21	21	-0.07	0.11	-1.00	1.53	22.40	0.73
0	21	22	-0.07	0.17	-1.00	0.28	-0.47	0.17
0	21	23	0.02	0.20	-1.00	0.66	-5.29	-0.58
0	21	24	0.01	0.24	-1.00	1.10	8.90	-0.02
0	21	25	-0.02	0.28	-1.00	0.03	12.09	1.04
0	21	26	-0.05	0.33	-1.00	-2.84	6.78	0.17
0	21	27	-0.07	0.33	-1.00	-3.84	3.78	-0.27
0	21	28	-0.06	0.17	-1.00	-7.40	0.34	-0.02
0	21	29	-0.05	0.22	-0.99	-2.78	-0.66	0.17
0	21	30	-0.04	0.23	-1.00	-1.09	-4.22	-0.39
0	21	31	-0.03	0.31	-0.99	-0.72	-9.29	-0.46
0	21	32	0.04	0.19	-1.00	0.10	-17.16	-0.08
0	21	33	0.04	0.14	-1.00	-0.65	-15.04	-0.96
0	21	34	0.01	0.16	-1.00	-0.09	-12.97	0.73
0	21	35	-0.02	0.17	-1.00	-1.28	-15.35	0.36
0	21	36	-0.04	0.17	-1.00	-1.28	-22.97	1.48
0	21	37	-0.02	0.14	-1.00	1.60	-30.60	1.36
0	21	38	0.01	0.05	-1.00	-0.28	-37.22	-3.14
0	21	39	0.04	-0.02	-1.00	4.22	-35.16	1.92
0	21	40	0.05	-0.08	-1.00	1.97	-31.66	-0.14
0	21	41	0.03	-0.09	-1.00	3.10	-19.85	0.11
0	21	42	0.01	-0.08	-1.00	0.41	-18.54	-0.08
0	21	43	-0.03	-0.04	-0.99	7.22	-12.47	2.11
0	21	44	-0.06	-0.02	-1.02	2.10	-5.41	-1.46
0	21	45	0.03	-0.07	-0.99	0.10	9.46	0.42
0	21	46	0.07	-0.15	-1.00	0.47	1.65	1.11
0	21	47	0.04	-0.19	-1.00	-0.90	-2.72	-0.64
0	21	48	0.01	-0.12	-1.00	0.35	7.40	-1.27
0	21	49	0.01	-0.12	-1.00	0.47	7.90	1.04
0	22	0	0.03	-0.07	-1.00	0.03	-12.29	-0.02
0	22	1	0.03	-0.10	-1.00	-3.34	-21.79	0.17
0	22	2	-0.00	-0.20	-0.99	-3.34	-36.29	0.36
0	22	3	-0.01	-0.37	-1.00	-1.03	-17.79	1.98
0	22	4	0.13	-0.28	-1.00	-0.34	-1.85	-0.52
0	22	5	0.05	-0.14	-1.00	-3.15	5.96	-1.33
0	22	6	0.06	-0.21	-1.00	0.10	1.71	1.48
0	22	7	0.05	-0.13	-1.00	-0.47	4.28	3.11
0	22	8	-0.02	-0.12	-1.00	0.97	-11.29	11.67
0	22	9	0.02	-0.19	-1.01	-5.72	9.21	-2.33
0	22	10	-0.04	-0.15	-0.99	-0.84	44.34	-0.46
0	22	11	0.02	-0.05	-1.01	-6.78	55.78	-7.77
0	22	12	0.05	0.05	-0.99	-6.97	45.40	-8.27
0	22	13	0.01	0.14	-1.00	-0.09	34.46	0.17
0	22	14	-0.07	0.16	-0.99	2.35	19.46	0.04
0	22	15	-0.08	0.15	-1.00	2.66	7.34	-0.77
0	22	16	-0.03	0.18	-1.00	2.35	25.34	-1.33
0	22	17	-0.01	0.22	-1.00	-0.72	19.96	0.79
0	22	18	0.03	0.29	-1.00	0.10	15.09	-0.64
0	22	19	0.01	0.34	-1.00	1.35	5.46	0.36
0	22	20	-0.17	0.33	-1.00	4.60	-7.54	0.29
0	22	21	-0.06	0.26	-1.00	4.28	-15.22	-3.27
0	22	22	-0.02	0.13	-0.99	0.28	-10.10	4.98
0	22	23	-0.01	0.12	-1.01	-0.22	-0.16	0.42
0	22	24	-0.02	0.10	-1.00	-9.09	-5.47	0.04
0	22	25	-0.05	0.26	-0.99	-1.40	-4.97	-0.64
0	22	26	-0.01	0.23	-0.99	2.10	-6.91	-0.02
0	22	27	0.02	0.13	-1.00	3.03	-7.60	-0.58
0	22	28	0.01	0.15	-1.00	0.60	-0.72	0.17
0	22	29	-0.02	0.26	-1.00	0.35	1.90	0.36
0	22	30	-0.06	0.27	-1.00	1.72	-3.54	0.23
0	22	31	-0.05	0.21	-1.00	0.97	-15.22	0.61
0	22	32	-0.03	0.17	-1.00	2.72	-29.41	0.29
0	22	33	-0.02	0.13	-1.00	4.22	-35.47	-0.02
0	22	34	-0.00	0.07	-1.00	0.66	-37.22	1.36
0	22	35	0.03	-0.00	-1.00	0.10	-36.35	0.04
0	22	36	0.05	-0.08	-1.00	-0.72	-28.41	0.29
0	22	37	-0.00	-0.09	-1.00	-0.40	-20.10	0.36
0	22	38	-0.00	-0.08	-1.00	-0.84	-22.79	2.86
0	22	39	0.04	-0.13	-1.01	-0.03	9.34	-0.77
0	22	40	0.07	-0.20	-0.99	0.35	3.84	-1.96
0	22	41	0.03	-0.16	-1.00	0.10	15.46	2.23
0	22	42	-0.06	-0.04	-1.00	-0.59	34.96	0.17
0	22	43	-0.12	0.08	-1.00	-0.78	3.84	-0.64
0	22	44	0.15	-0.14	-1.00	0.47	5.65	0.73
0	22	45	0.01	-0.20	-1.00	0.16	-24.54	0.11
0	22	46	0.01	-0.18	-1.00	0.16	-11.22	-2.14
0	22	47	0.01	-0.21	-1.00	-0.47	-4.29	0.86
0	22	48	0.00	-0.12	-1.00	-0.22	-4.97	-0.21
0	22	49	0.02	-0.03	-1.00	-0.22	-9.47	0.42
0	23	0	0.01	-0.15	-1.00	-0.34	-21.35	-0.21
0	23	1	-0.00	-0.07	-1.00	0.22	-11.41	-1.52
0	23	2	0.03	-0.07	-1.00	0.53	-10.10	-1.33
0	23	3	0.03	-0.19	-1.00	-0.15	-14.35	-0.71
0	23	4	0.01	-0.23	-1.00	0.03	-11.16	-0.52
0	23	5	0.05	-0.52	-1.00	-0.40	-6.41	2.42
0	23	6	0.15	-0.32	-1.01	1.41	11.71	-7.64
0	23	7	0.05	-0.10	-0.99	0.22	28.59	-9.71
0	23	8	0.06	-0.13	-0.99	0.47	16.15	5.17
0	23	9	0.01	-0.03	-0.99	-3.59	16.96	13.67
0	23	10	-0.05	-0.09	-1.02	-3.28	22.15	9.48
0	23	11	0.01	-0.25	-1.00	1.53	44.15	-3.58
0	23	12	0.07	-0.11	-1.00	-1.09	62.59	-1.08
0	23	13	0.07	0.10	-1.00	-0.34	64.65	0.67
0	23	14	-0.01	0.24	-1.00	0.03	51.59	0.36
0	23	15	-0.05	0.20	-1.01	2.03	29.46	-8.64
0	23	16	-0.10	0.04	-0.98	0.60	14.84	-0.71
0	23	17	-0.04	0.07	-1.00	-1.47	13.46	5.17
0	23	18	0.02	0.22	-1.00	-0.78	22.59	3.73
0	23	19	0.01	0.33	-1.00	0.03	9.21	-0.39
0	23	20	-0.07	0.33	-1.00	-1.03	-9.04	-0.58
0	23	21	-0.06	0.25	-1.00	0.60	-19.85	-2.71
0	23	22	-0.06	0.10	-0.99	0.60	-20.60	-1.14
0	23	23	-0.02	0.06	-1.01	-1.15	-18.72	4.23
0	23	24	0.00	0.07	-1.00	0.16	-12.54	-0.27
0	23	25	-0.02	0.23	-1.00	-0.09	-6.10	0.48
0	23	26	-0.01	0.15	-1.00	-0.22	-5.91	-0.08
0	23	27	-0.01	0.12	-1.00	-0.09	-14.47	-0.08
0	23	28	-0.01	0.18	-1.00	-0.03	-5.22	-0.83
0	23	29	-0.03	0.17	-1.00	-0.47	-3.29	-0.46
0	23	30	-0.03	0.22	-1.00	-1.09	-4.10	-0.77
0	23	31	-0.01	0.20	-1.00	-0.34	-7.22	0.79
0	23	32	-0.01	0.24	-1.00	0.85	-5.91	-0.02
0	23	33	-0.02	0.24	-1.00	-0.40	-15.35	0.23
0	23	34	-0.02	0.18	-1.00	-0.65	-23.54	0.98
0	23	35	-0.02	0.12	-1.00	-0.22	-31.47	0.61
0	23	36	-0.03	0.10	-1.00	-0.59	-38.66	-0.83
0	23	37	-0.00	0.05	-1.00	0.35	-43.41	0.04
0	23	38	0.01	-0.00	-1.00	-0.53	-41.79	0.92
0	23	39	0.02	-0.05	-1.00	-0.15	-38.04	0.61
0	23	40	0.01	-0.06	-1.00	0.22	-32.97	0.11
0	23	41	0.02	-0.10	-1.00	-0.22	-31.85	1.48
0	23	42	0.03	-0.12	-1.00	-0.72	-20.60	1.17
0	23	43	0.02	-0.08	-1.00	0.41	-15.22	-2.39
0	23	44	-0.02	-0.04	-1.00	0.85	-12.72	0.92
0	23	45	-0.01	-0.05	-1.00	-0.15	-10.29	-0.21
0	23	46	0.04	-0.11	-1.00	-0.78	-12.10	0.11
0	23	47	0.07	-0.18	-1.00	0.03	-19.79	0.98
0	23	48	0.03	-0.17	-1.00	0.41	-17.66	1.11
0	23	49	0.03	-0.16	-1.00	-0.22	-9.47	-1.71
0	24	0	0.04	-0.18	-1.00	0.53	-19.60	-3.08
0	24	1	0.02	-0.16	-1.00	1.03	-9.16	-5.21
0	24	2	-0.01	-0.16	-1.01	-3.40	-4.91	-2.14
0	24	3	0.04	-0.43	-0.96	2.47	8.40	3.04
0	24	4	0.10	-0.31	-1.02	-0.97	29.28	5.36
0	24	5	0.10	-0.02	-0.99	-0.72	42.53	1.11
0	24	6	0.06	0.05	-1.01	4.16	29.09	1.92
0	24	7	0.01	0.03	-1.07	-4.90	18.78	7.86
0	24	8	-0.04	-0.03	-1.11	-71.78	33.65	-10.08
0	24	9	-0.03	-0.10	-0.96	-85.90	41.78	-20.52
0	24	10	0.01	-0.16	-0.84	-36.34	43.40	-14.39
0	24	11	0.08	-0.02	-0.83	54.85	36.53	12.42
0	24	12	0.01	0.19	-1.02	103.03	22.71	20.54
0	24	13	-0.06	0.24	-1.14	56.41	13.09	0.23
0	24	14	-0.07	0.19	-1.10	-12.15	23.40	-1.71
0	24	15	-0.04	0.11	-0.99	-33.40	28.90	-6.21
0	24	16	-0.02	0.11	-0.94	-13.65	24.46	-4.71
0	24	17	-0.04	0.12	-0.96	8.35	21.03	-1.52
0	24	18	-0.02	0.16	-0.97	28.28	9.90	0.61
0	24	19	-0.06	0.22	-1.03	32.66	5.90	2.67
0	24	20	-0.07	0.24	-1.06	1.03	6.65	0.17
0	24	21	-0.04	0.22	-0.99	-1.65	9.59	0.11
0	24	22	-0.05	0.20	-1.01	-7.78	7.96	-0.39
0	24	23	0.00	0.13	-0.96	-2.28	3.21	0.29
0	24	24	-0.04	0.10	-1.02	5.16	0.53	3.23
0	24	25	-0.04	0.21	-1.00	-4.34	-4.10	-2.08
0	24	26	-0.00	0.14	-1.00	-3.28	-8.60	-0.08
0	24	27	0.01	0.17	-1.00	-2.47	-6.97	-0.21
0	24	28	-0.04	0.34	-1.00	-1.03	-3.41	-0.39
0	24	29	-0.06	0.22	-0.99	-0.59	-15.35	1.86
0	24	30	-0.05	0.20	-1.00	-5.15	-19.35	-1.08
0	24	31	-0.01	0.12	-1.00	-2.15	-24.97	1.36
0	24	32	-0.01	0.07	-1.00	-0.72	-28.35	3.98
0	24	33	0.00	0.02	-1.00	-0.90	-31.97	2.79
0	24	34	0.01	-0.02	-1.00	-0.28	-29.35	-0.21
0	24	35	0.01	-0.03	-1.01	-0.40	-29.22	2.67
0	24	36	-0.01	-0.04	-1.00	-0.34	-29.22	-0.89
0	24	37	0.00	-0.06	-1.00	0.41	-26.41	-1.83
0	24	38	0.01	-0.05	-1.00	-0.03	-25.16	-0.58
